Time [s],Current [A],Voltage [V],Temperature [degC],Step number,Status,Cycle number
22045.672620450645,1.0,3.766600333898407,25.455826921626795,1,CC discharge,1
22051.672620450645,1.0,3.766299712895063,25.45580023710977,1,CC discharge,1
22057.672620450645,1.0,3.765998863949771,25.455773945607632,1,CC discharge,1
22063.672620450645,1.0,3.765697787650948,25.455747752785328,1,CC discharge,1
22069.672620450645,1.0,3.7653964849075305,25.455721658642915,1,CC discharge,1
22075.672620450645,1.0,3.765094956672252,25.455695663180222,1,CC discharge,1
22081.672620450645,1.0,3.76479320394131,25.455669766397477,1,CC discharge,1
22087.672620450645,1.0,3.764491227753978,25.45564396829451,1,CC discharge,1
22093.672620450645,1.0,3.764189029192291,25.45561826887132,1,CC discharge,1
22099.672620450645,1.0,3.763886609380663,25.45559266812802,1,CC discharge,1
22105.672620450645,1.0,3.763583969485557,25.45556716606455,1,CC discharge,1
22111.672620450645,1.0,3.7632811107151114,25.455541762680923,1,CC discharge,1
22117.672620450645,1.0,3.762978034318799,25.45551645797713,1,CC discharge,1
22123.672620450645,1.0,3.7626747415870616,25.455491251953102,1,CC discharge,1
22129.672620450645,1.0,3.7623712338509607,25.455466144608977,1,CC discharge,1
22135.672620450645,1.0,3.762067512481824,25.45544113594468,1,CC discharge,1
22141.672620450645,1.0,3.7617635788908657,25.455416225960164,1,CC discharge,1
22147.672620450645,1.0,3.761459434528852,25.45539141465548,1,CC discharge,1
22153.672620450645,1.0,3.7611550808857186,25.455366702030688,1,CC discharge,1
22159.672620450645,1.0,3.7608505194902255,25.45534208808573,1,CC discharge,1
22165.672620450645,1.0,3.760545751909599,25.455317572820547,1,CC discharge,1
22171.672620450645,1.0,3.760240779749151,25.4552931562352,1,CC discharge,1
22177.672620450645,1.0,3.7599356046519112,25.455268838329744,1,CC discharge,1
22183.672620450645,1.0,3.759630228298291,25.455244619104064,1,CC discharge,1
22189.672620450645,1.0,3.7593246524056823,25.45522049855816,1,CC discharge,1
22195.672620450645,1.0,3.759018878728112,25.45519647669221,1,CC discharge,1
22201.672620450645,1.0,3.758712909055858,25.45517255350603,1,CC discharge,1
22207.672620450645,1.0,3.758406745215087,25.45514872899963,1,CC discharge,1
22213.672620450645,1.0,3.7581003890674807,25.455125003173123,1,CC discharge,1
22219.672620450645,1.0,3.757793842509862,25.455101376026505,1,CC discharge,1
22225.672620450645,1.0,3.7574871074738008,25.455077847559608,1,CC discharge,1
22231.672620450645,1.0,3.7571801859252862,25.455054417772544,1,CC discharge,1
22237.672620450645,1.0,3.7568730798642935,25.45503108666543,1,CC discharge,1
22243.672620450645,1.0,3.756565791324431,25.455007854238033,1,CC discharge,1
22249.672620450645,1.0,3.756258322372562,25.454984720490472,1,CC discharge,1
22255.672620450645,1.0,3.7559506751084193,25.4549616854228,1,CC discharge,1
22261.672620450645,1.0,3.7556428516642097,25.45493874903497,1,CC discharge,1
22267.672620450645,1.0,3.755334854204245,25.454915911326907,1,CC discharge,1
22273.672620450645,1.0,3.755026684924543,25.45489317229874,1,CC discharge,1
22279.672620450645,1.0,3.754718346052445,25.45487053195035,1,CC discharge,1
22285.672620450645,1.0,3.754409839846229,25.45484799028179,1,CC discharge,1
22291.672620450645,1.0,3.754101168594707,25.45482554729313,1,CC discharge,1
22297.672620450645,1.0,3.7537923346168385,25.454803202984237,1,CC discharge,1
22303.672620450645,1.0,3.7534833402613392,25.454780957355126,1,CC discharge,1
22309.672620450645,1.0,3.7531741879062808,25.454758810405963,1,CC discharge,1
22315.672620450645,1.0,3.7528648799586857,25.454736762136577,1,CC discharge,1
22321.672620450645,1.0,3.752555418854145,25.454714812547024,1,CC discharge,1
22327.672620450645,1.0,3.752245807056405,25.454692961637303,1,CC discharge,1
22333.672620450645,1.0,3.7519360470569647,25.454671209407422,1,CC discharge,1
22339.672620450645,1.0,3.751626141374667,25.454649555857372,1,CC discharge,1
22345.672620450645,1.0,3.751316092555317,25.4546280009871,1,CC discharge,1
22351.672620450645,1.0,3.7510059031712393,25.45460654479672,1,CC discharge,1
22357.672620450645,1.0,3.750695575820906,25.45458518728617,1,CC discharge,1
22363.672620450645,1.0,3.750385113128496,25.4545639284554,1,CC discharge,1
22369.672620450645,1.0,3.750074517743494,25.45454276830452,1,CC discharge,1
22375.672620450645,1.0,3.7497637923402936,25.454521706833475,1,CC discharge,1
22381.672620450645,1.0,3.749452939617744,25.454500744042207,1,CC discharge,1
22387.672620450645,1.0,3.7491419622987783,25.45447987993083,1,CC discharge,1
22393.672620450645,1.0,3.748830863129966,25.45445911449923,1,CC discharge,1
22399.672620450645,1.0,3.748519644881103,25.454438447747464,1,CC discharge,1
22405.672620450645,1.0,3.7482083103447903,25.454417879675532,1,CC discharge,1
22411.672620450645,1.0,3.747896862336026,25.45439741028343,1,CC discharge,1
22417.672620450645,1.0,3.747585303607303,25.454376949578204,1,CC discharge,1
22423.672620450645,1.0,3.7472736371739575,25.454356664711383,1,CC discharge,1
22429.672620450645,1.0,3.746961865750584,25.45433637984462,1,CC discharge,1
22435.672620450645,1.0,3.746649993200379,25.454317121178804,1,CC discharge,1
22441.672620450645,1.0,3.7463380248075375,25.454301407756077,1,CC discharge,1
22447.672620450645,1.0,3.7460259601858383,25.45428569433335,1,CC discharge,1
22453.672620450645,1.0,3.745713802295057,25.454269980910624,1,CC discharge,1
22459.672620450645,1.0,3.745401554113908,25.45425426748795,1,CC discharge,1
22465.672620450645,1.0,3.7450892186396465,25.45423855406517,1,CC discharge,1
22471.672620450645,1.0,3.744776798887636,25.454222840642444,1,CC discharge,1
22477.672620450645,1.0,3.744464297890885,25.45420712721972,1,CC discharge,1
22483.672620450645,1.0,3.74415171869965,25.454191413796934,1,CC discharge,1
22489.672620450645,1.0,3.7438390643809503,25.454175700374208,1,CC discharge,1
22495.672620450645,1.0,3.743526338018187,25.45415998695148,1,CC discharge,1
22501.672620450645,1.0,3.7432135427106537,25.454144273528755,1,CC discharge,1
22507.672620450645,1.0,3.742900681573128,25.45412856010597,1,CC discharge,1
22513.672620450645,1.0,3.742587757735424,25.454112846683245,1,CC discharge,1
22519.672620450645,1.0,3.742274774341946,25.45409713326052,1,CC discharge,1
22525.672620450645,1.0,3.741961734551253,25.45408141983785,1,CC discharge,1
22531.672620450645,1.0,3.741648641535616,25.454065706415065,1,CC discharge,1
22537.672620450645,1.0,3.74133549848058,25.45404999299234,1,CC discharge,1
22543.672620450645,1.0,3.7410223085844976,25.454034279569612,1,CC discharge,1
22549.672620450645,1.0,3.74070907505812,25.45401856614683,1,CC discharge,1
22555.672620450645,1.0,3.740395801124133,25.454002852724106,1,CC discharge,1
22561.672620450645,1.0,3.7400824900167153,25.453987139301375,1,CC discharge,1
22567.672620450645,1.0,3.739769144981096,25.45397142587865,1,CC discharge,1
22573.672620450645,1.0,3.7394557692731074,25.453955712455866,1,CC discharge,1
22579.672620450645,1.0,3.7391423661587417,25.45393999903314,1,CC discharge,1
22585.672620450645,1.0,3.7388289389137026,25.45392428561047,1,CC discharge,1
22591.672620450645,1.0,3.738515490822973,25.453908572187743,1,CC discharge,1
22597.672620450645,1.0,3.7382020251803554,25.45389285876496,1,CC discharge,1
22603.672620450645,1.0,3.7378885452880226,25.453877145342233,1,CC discharge,1
22609.672620450645,1.0,3.7375750544560944,25.453861431919503,1,CC discharge,1
22615.672620450645,1.0,3.737261556002178,25.453845718496723,1,CC discharge,1
22621.672620450645,1.0,3.7369480532509214,25.453830005073996,1,CC discharge,1
22627.672620450645,1.0,3.736634549533569,25.45381429165127,1,CC discharge,1
22633.672620450645,1.0,3.7363210481875337,25.453798578228543,1,CC discharge,1
22639.672620450645,1.0,3.7360075525559377,25.45378286480576,1,CC discharge,1
22645.672620450645,1.0,3.7356940684802113,25.453769808023083,1,CC discharge,1
22651.672620450645,1.0,3.7353805971768352,25.45375713088265,1,CC discharge,1
22657.672620450645,1.0,3.735067141736596,25.45374454906448,1,CC discharge,1
22663.672620450645,1.0,3.7347537055210633,25.453732062568463,1,CC discharge,1
22669.672620450645,1.0,3.734440291895279,25.45371967139465,1,CC discharge,1
22675.672620450645,1.0,3.734126904227367,25.453707375543047,1,CC discharge,1
22681.672620450645,1.0,3.7338135458880712,25.453695175013593,1,CC discharge,1
22687.672620450645,1.0,3.733500220250322,25.4536830698064,1,CC discharge,1
22693.672620450645,1.0,3.7331869306888046,25.45367105992136,1,CC discharge,1
22699.672620450645,1.0,3.732873680579514,25.453659145358586,1,CC discharge,1
22705.672620450645,1.0,3.732560473299331,25.45364732611796,1,CC discharge,1
22711.672620450645,1.0,3.732247312225571,25.45363560219954,1,CC discharge,1
22717.672620450645,1.0,3.7319342007355703,25.453623973603328,1,CC discharge,1
22723.672620450645,1.0,3.731621142206248,25.453612440329263,1,CC discharge,1
22729.672620450645,1.0,3.731308140013681,25.453601002377525,1,CC discharge,1
22735.672620450645,1.0,3.730995197532661,25.453589659747937,1,CC discharge,1
22741.672620450645,1.0,3.73068231813628,25.453578412440493,1,CC discharge,1
22747.672620450645,1.0,3.730369505195504,25.45356726045526,1,CC discharge,1
22753.672620450645,1.0,3.730056762078758,25.453556203792232,1,CC discharge,1
22759.672620450645,1.0,3.729744092151477,25.45354524245147,1,CC discharge,1
22765.672620450645,1.0,3.7294314987757184,25.453534376432856,1,CC discharge,1
22771.672620450645,1.0,3.72911898530972,25.453523605736393,1,CC discharge,1
22777.672620450645,1.0,3.728806555107495,25.45351293036219,1,CC discharge,1
22783.672620450645,1.0,3.728494211518421,25.4535023503102,1,CC discharge,1
22789.672620450645,1.0,3.7281819578868096,25.45349186558036,1,CC discharge,1
22795.672620450645,1.0,3.727869797551535,25.453481476172783,1,CC discharge,1
22801.672620450645,1.0,3.7275577338455688,25.453471182087355,1,CC discharge,1
22807.672620450645,1.0,3.7272457700956183,25.453460983324135,1,CC discharge,1
22813.672620450645,1.0,3.726933909621713,25.453450879883174,1,CC discharge,1
22819.672620450645,1.0,3.7266221557368016,25.453440871764315,1,CC discharge,1
22825.672620450645,1.0,3.726310511746352,25.453430958967715,1,CC discharge,1
22831.672620450645,1.0,3.725998980947949,25.45342114149332,1,CC discharge,1
22837.672620450645,1.0,3.725687566630914,25.45341141934108,1,CC discharge,1
22843.672620450645,1.0,3.725376272075896,25.4534017925111,1,CC discharge,1
22849.672620450645,1.0,3.725065100554509,25.453392261003273,1,CC discharge,1
22855.672620450645,1.0,3.724754055328917,25.45338282481771,1,CC discharge,1
22861.672620450645,1.0,3.724443139651482,25.45337348395424,1,CC discharge,1
22867.672620450645,1.0,3.7241323567643487,25.453364238413087,1,CC discharge,1
22873.672620450645,1.0,3.723821709899096,25.45335508819403,1,CC discharge,1
22879.672620450645,1.0,3.7235112022763457,25.453346033297237,1,CC discharge,1
22885.672620450645,1.0,3.723200837105408,25.45333707372265,1,CC discharge,1
22891.672620450645,1.0,3.722890617583893,25.453328209470214,1,CC discharge,1
22897.672620450645,1.0,3.722580546897355,25.45331944054004,1,CC discharge,1
22903.672620450645,1.0,3.7222706282189417,25.45331076693202,1,CC discharge,1
22909.672620450645,1.0,3.721960864709012,25.453302188646205,1,CC discharge,1
22915.672620450645,1.0,3.721651259514792,25.453293705682597,1,CC discharge,1
22921.672620450645,1.0,3.721341815770036,25.453285318041196,1,CC discharge,1
22927.672620450645,1.0,3.721032536594652,25.453277025721945,1,CC discharge,1
22933.672620450645,1.0,3.720723425094372,25.45326882872496,1,CC discharge,1
22939.672620450645,1.0,3.720414484360416,25.45326072705018,1,CC discharge,1
22945.672620450645,1.0,3.720105717469136,25.45325272069755,1,CC discharge,1
22951.672620450645,1.0,3.7197971274816855,25.453244809667183,1,CC discharge,1
22957.672620450645,1.0,3.7194887174436992,25.45323699395891,1,CC discharge,1
22963.672620450645,1.0,3.7191804903849577,25.4532292735729,1,CC discharge,1
22969.672620450645,1.0,3.71887244931906,25.453221648509157,1,CC discharge,1
22975.672620450645,1.0,3.718564597243103,25.453214118767505,1,CC discharge,1
22981.672620450645,1.0,3.718256937137379,25.45320668434812,1,CC discharge,1
22987.672620450645,1.0,3.717949471965053,25.453199345250937,1,CC discharge,1
22993.672620450645,1.0,3.717642204671836,25.453192101475903,1,CC discharge,1
22999.672620450645,1.0,3.717335138185713,25.45318495302314,1,CC discharge,1
23005.672620450645,1.0,3.717028275416621,25.453177899892523,1,CC discharge,1
23011.672620450645,1.0,3.7167216191773593,25.453170858200902,1,CC discharge,1
23017.672620450645,1.0,3.7164151724910264,25.45316398778681,1,CC discharge,1
23023.672620450645,1.0,3.716108938050785,25.45315711737271,1,CC discharge,1
23029.672620450645,1.0,3.7158029196346583,25.453151251027464,1,CC discharge,1
23035.672620450645,1.0,3.715497122373427,25.453148853464658,1,CC discharge,1
23041.672620450645,1.0,3.715191545804208,25.453146455901788,1,CC discharge,1
23047.672620450645,1.0,3.714886192702547,25.453144058338975,1,CC discharge,1
23053.672620450645,1.0,3.714581065823671,25.45314166077617,1,CC discharge,1
23059.672620450645,1.0,3.7142761679022223,25.453139263213416,1,CC discharge,1
23065.672620450645,1.0,3.7139715016520296,25.45313686565061,1,CC discharge,1
23071.672620450645,1.0,3.713667069765812,25.453134468087796,1,CC discharge,1
23077.672620450645,1.0,3.713362874914977,25.45313207052493,1,CC discharge,1
23083.672620450645,1.0,3.713058919749313,25.45312967296212,1,CC discharge,1
23089.672620450645,1.0,3.7127552068967926,25.45312727539931,1,CC discharge,1
23095.672620450645,1.0,3.712451738963323,25.4531248778365,1,CC discharge,1
23101.672620450645,1.0,3.712148518532497,25.45312248027369,1,CC discharge,1
23107.672620450645,1.0,3.711845548165382,25.453120082710825,1,CC discharge,1
23113.672620450645,1.0,3.7115428304002727,25.453117685148015,1,CC discharge,1
23119.672620450645,1.0,3.711240367752494,25.45311528758521,1,CC discharge,1
23125.672620450645,1.0,3.710938162714171,25.453112890022396,1,CC discharge,1
23131.672620450645,1.0,3.710636217754014,25.453110492459587,1,CC discharge,1
23137.672620450645,1.0,3.71033453531711,25.45310809489672,1,CC discharge,1
23143.672620450645,1.0,3.710033117824729,25.45310569733391,1,CC discharge,1
23149.672620450645,1.0,3.709731967674129,25.4531032997711,1,CC discharge,1
23155.672620450645,1.0,3.709431087238337,25.45310090220829,1,CC discharge,1
23161.672620450645,1.0,3.709130478865972,25.45309850464554,1,CC discharge,1
23167.672620450645,1.0,3.708830144881075,25.45309610708273,1,CC discharge,1
23173.672620450645,1.0,3.7085300875829015,25.453093709519862,1,CC discharge,1
23179.672620450645,1.0,3.708230309245755,25.453091311957053,1,CC discharge,1
23185.672620450645,1.0,3.707930812118827,25.453088914394243,1,CC discharge,1
23191.672620450645,1.0,3.707631598426016,25.453086516831434,1,CC discharge,1
23197.672620450645,1.0,3.7073326703657585,25.453084119268624,1,CC discharge,1
23203.672620450645,1.0,3.707034030110881,25.453081721705757,1,CC discharge,1
23209.672620450645,1.0,3.706735679808448,25.453079324142948,1,CC discharge,1
23215.672620450645,1.0,3.706437621579599,25.453076926580135,1,CC discharge,1
23221.672620450645,1.0,3.70613985751942,25.45307452901733,1,CC discharge,1
23227.672620450645,1.0,3.705842389696787,25.45307213145452,1,CC discharge,1
23233.672620450645,1.0,3.705545220154235,25.453069733891653,1,CC discharge,1
23239.672620450645,1.0,3.7052483533807945,25.45306996619098,1,CC discharge,1
23245.672620450645,1.0,3.704951789246525,25.45307057430591,1,CC discharge,1
23251.672620450645,1.0,3.704655529449548,25.45307127678228,1,CC discharge,1
23257.672620450645,1.0,3.7043595759257615,25.45307207361998,1,CC discharge,1
23263.672620450645,1.0,3.7040639305841254,25.45307296481911,1,CC discharge,1
23269.672620450645,1.0,3.703768595306521,25.45307395037969,1,CC discharge,1
23275.672620450645,1.0,3.703473571947665,25.453075030301537,1,CC discharge,1
23281.672620450645,1.0,3.703178862335007,25.45307620458493,1,CC discharge,1
23287.672620450645,1.0,3.702884468268613,25.45307747322954,1,CC discharge,1
23293.672620450645,1.0,3.702590391521085,25.453078836235704,1,CC discharge,1
23299.672620450645,1.0,3.702296633837484,25.453080293603136,1,CC discharge,1
23305.672620450645,1.0,3.7020031969352374,25.453081845332008,1,CC discharge,1
23311.672620450645,1.0,3.701710082504039,25.453083491422262,1,CC discharge,1
23317.672620450645,1.0,3.7014172922058046,25.453085231873956,1,CC discharge,1
23323.672620450645,1.0,3.7011248276745934,25.453087066686976,1,CC discharge,1
23329.672620450645,1.0,3.700832690516518,25.45308899586138,1,CC discharge,1
23335.672620450645,1.0,3.700540882309709,25.453091019397164,1,CC discharge,1
23341.672620450645,1.0,3.700249404604252,25.45309313729439,1,CC discharge,1
23347.672620450645,1.0,3.6999582589221,25.453095349552996,1,CC discharge,1
23353.672620450645,1.0,3.699667446757083,25.45309765617293,1,CC discharge,1
23359.672620450645,1.0,3.699376969574804,25.453100057154305,1,CC discharge,1
23365.672620450645,1.0,3.699086828812634,25.45310255249711,1,CC discharge,1
23371.672620450645,1.0,3.698797025879632,25.453105142201252,1,CC discharge,1
23377.672620450645,1.0,3.6985075621565775,25.453107826266773,1,CC discharge,1
23383.672620450645,1.0,3.698218438995865,25.453110604693737,1,CC discharge,1
23389.672620450645,1.0,3.697929657721536,25.45311347748202,1,CC discharge,1
23395.672620450645,1.0,3.6976412196292143,25.453116444631743,1,CC discharge,1
23401.672620450645,1.0,3.697353125986118,25.453119506142855,1,CC discharge,1
23407.672620450645,1.0,3.697065378031021,25.45312266201529,1,CC discharge,1
23413.672620450645,1.0,3.6967779769742646,25.453125912249163,1,CC discharge,1
23419.672620450645,1.0,3.6964909239977177,25.453129256844477,1,CC discharge,1
23425.672620450645,1.0,3.696204220254804,25.453132695801173,1,CC discharge,1
23431.672620450645,1.0,3.695917866870496,25.453136229119195,1,CC discharge,1
23437.672620450645,1.0,3.695631864941298,25.453139856798657,1,CC discharge,1
23443.672620450645,1.0,3.6953462155352743,25.453143578839445,1,CC discharge,1
23449.672620450645,1.0,3.695060919692043,25.453147395241672,1,CC discharge,1
23455.672620450645,1.0,3.694775978422817,25.45315130600528,1,CC discharge,1
23461.672620450645,1.0,3.694491392710386,25.45315531113027,1,CC discharge,1
23467.672620450645,1.0,3.694207163509161,25.453159410616703,1,CC discharge,1
23473.672620450645,1.0,3.6939232917451954,25.453163604464407,1,CC discharge,1
23479.672620450645,1.0,3.693639778316197,25.453167892673605,1,CC discharge,1
23485.672620450645,1.0,3.6933566240915914,25.45317227524413,1,CC discharge,1
23491.672620450645,1.0,3.693073829912525,25.45317675217609,1,CC discharge,1
23497.672620450645,1.0,3.6927913965919057,25.453181323469497,1,CC discharge,1
23503.672620450645,1.0,3.6925093249144703,25.453185989124165,1,CC discharge,1
23509.672620450645,1.0,3.692227615636789,25.453190749140276,1,CC discharge,1
23515.672620450645,1.0,3.691946269487343,25.45319560351777,1,CC discharge,1
23521.672620450645,1.0,3.6916652871665714,25.453200552256703,1,CC discharge,1
23527.672620450645,1.0,3.6913846693469,25.45320559535702,1,CC discharge,1
23533.672620450645,1.0,3.691104416672823,25.453210732818604,1,CC discharge,1
23539.672620450645,1.0,3.6908245297609534,25.453215964641743,1,CC discharge,1
23545.672620450645,1.0,3.690545009200078,25.453221290826207,1,CC discharge,1
23551.672620450645,1.0,3.6902658555512424,25.453226711371997,1,CC discharge,1
23557.672620450645,1.0,3.68998706934778,25.453232226279283,1,CC discharge,1
23563.672620450645,1.0,3.689708651095426,25.453237835547895,1,CC discharge,1
23569.672620450645,1.0,3.689430601272356,25.453243539177834,1,CC discharge,1
23575.672620450645,1.0,3.689152920329293,25.453249337169268,1,CC discharge,1
23581.672620450645,1.0,3.688875608689542,25.453255229522085,1,CC discharge,1
23587.672620450645,1.0,3.6885986667491175,25.45326121623623,1,CC discharge,1
23593.672620450645,1.0,3.6883220948767943,25.45326729731181,1,CC discharge,1
23599.672620450645,1.0,3.6880458934142126,25.453273472748776,1,CC discharge,1
23605.672620450645,1.0,3.6877700626007504,25.453279662781995,1,CC discharge,1
23611.672620450645,1.0,3.6874946028715487,25.453286023899068,1,CC discharge,1
23617.672620450645,1.0,3.687219514326046,25.453292385016084,1,CC discharge,1
23623.672620450645,1.0,3.686944798148359,25.453299753855333,1,CC discharge,1
23629.672620450645,1.0,3.6866704568783906,25.453310604098192,1,CC discharge,1
23635.672620450645,1.0,3.686396487414476,25.45332145434105,1,CC discharge,1
23641.672620450645,1.0,3.6861228899108154,25.453332304583967,1,CC discharge,1
23647.672620450645,1.0,3.685849664495243,25.45334315482688,1,CC discharge,1
23653.672620450645,1.0,3.685576811269333,25.4533540050698,1,CC discharge,1
23659.672620450645,1.0,3.685304330308474,25.453364855312714,1,CC discharge,1
23665.672620450645,1.0,3.685032221662016,25.45337570555563,1,CC discharge,1
23671.672620450645,1.0,3.684760485353363,25.453386555798545,1,CC discharge,1
23677.672620450645,1.0,3.6844891213800968,25.45339740604146,1,CC discharge,1
23683.672620450645,1.0,3.684218129714063,25.453408256284376,1,CC discharge,1
23689.672620450645,1.0,3.683947510301534,25.453419106527292,1,CC discharge,1
23695.672620450645,1.0,3.6836772630632906,25.453429956770208,1,CC discharge,1
23701.672620450645,1.0,3.6834073878947495,25.453440807013124,1,CC discharge,1
23707.672620450645,1.0,3.683137884666108,25.45345165725604,1,CC discharge,1
23713.672620450645,1.0,3.68286875322244,25.453462507498955,1,CC discharge,1
23719.672620450645,1.0,3.6825999933838176,25.45347335774187,1,CC discharge,1
23725.672620450645,1.0,3.6823316049454697,25.453484207984783,1,CC discharge,1
23731.672620450645,1.0,3.6820635876778818,25.453495058227706,1,CC discharge,1
23737.672620450645,1.0,3.681795941326937,25.453505908470618,1,CC discharge,1
23743.672620450645,1.0,3.681528665614032,25.453516758713533,1,CC discharge,1
23749.672620450645,1.0,3.6812617602362345,25.45352760895645,1,CC discharge,1
23755.672620450645,1.0,3.68099522486639,25.453538459199365,1,CC discharge,1
23761.672620450645,1.0,3.680729059153281,25.45354930944228,1,CC discharge,1
23767.672620450645,1.0,3.680463262721736,25.453560159685196,1,CC discharge,1
23773.672620450645,1.0,3.680197835172786,25.453571009928112,1,CC discharge,1
23779.672620450645,1.0,3.679932776083786,25.453581860171028,1,CC discharge,1
23785.672620450645,1.0,3.6796680850085814,25.453592710413943,1,CC discharge,1
23791.672620450645,1.0,3.679403761477608,25.45360356065686,1,CC discharge,1
23797.672620450645,1.0,3.679139804998072,25.453614410899775,1,CC discharge,1
23803.672620450645,1.0,3.6788762150540526,25.45362526114269,1,CC discharge,1
23809.672620450645,1.0,3.6786129911066823,25.45363611138561,1,CC discharge,1
23815.672620450645,1.0,3.6783501325942662,25.453646961628465,1,CC discharge,1
23821.672620450645,1.0,3.678087638932431,25.45365781187138,1,CC discharge,1
23827.672620450645,1.0,3.677825509514267,25.45366866211424,1,CC discharge,1
23833.672620450645,1.0,3.677563746234752,25.45368218436556,1,CC discharge,1
23839.672620450645,1.0,3.677302346279125,25.45369608845556,1,CC discharge,1
23845.672620450645,1.0,3.677041308703654,25.45371008841903,1,CC discharge,1
23851.672620450645,1.0,3.6767806328127697,25.453724184256203,1,CC discharge,1
23857.672620450645,1.0,3.676520317889114,25.45373837596702,1,CC discharge,1
23863.672620450645,1.0,3.676260363193677,25.453752663551484,1,CC discharge,1
23869.672620450645,1.0,3.676000767965939,25.45376704700948,1,CC discharge,1
23875.672620450645,1.0,3.67574153142404,25.453781526341174,1,CC discharge,1
23881.672620450645,1.0,3.675482652764889,25.453796101546516,1,CC discharge,1
23887.672620450645,1.0,3.6752241311643705,25.453810772625506,1,CC discharge,1
23893.672620450645,1.0,3.674965965777437,25.453825539578077,1,CC discharge,1
23899.672620450645,1.0,3.674708155738307,25.453840402404296,1,CC discharge,1
23905.672620450645,1.0,3.674450700160576,25.45385536110416,1,CC discharge,1
23911.672620450645,1.0,3.674193598137399,25.45387041567767,1,CC discharge,1
23917.672620450645,1.0,3.673936848741616,25.453885566124768,1,CC discharge,1
23923.672620450645,1.0,3.673680451025924,25.45390081244551,1,CC discharge,1
23929.672620450645,1.0,3.673424404023017,25.4539161546399,1,CC discharge,1
23935.672620450645,1.0,3.673168706745736,25.453931592707875,1,CC discharge,1
23941.672620450645,1.0,3.672913358187223,25.453947126649553,1,CC discharge,1
23947.672620450645,1.0,3.672658357321069,25.45396275646482,1,CC discharge,1
23953.672620450645,1.0,3.672403703101476,25.45397848215373,1,CC discharge,1
23959.672620450645,1.0,3.672149394463388,25.45399430371629,1,CC discharge,1
23965.672620450645,1.0,3.6718954303226736,25.454010221152487,1,CC discharge,1
23971.672620450645,1.0,3.671641809576234,25.454026234462276,1,CC discharge,1
23977.672620450645,1.0,3.6713885311021897,25.454042343645767,1,CC discharge,1
23983.672620450645,1.0,3.6711355937600096,25.454058548702847,1,CC discharge,1
23989.672620450645,1.0,3.670882996390675,25.45407484963351,1,CC discharge,1
23995.672620450645,1.0,3.670630737816818,25.454091246437827,1,CC discharge,1
24001.672620450645,1.0,3.6703788168428817,25.454107739115784,1,CC discharge,1
24007.672620450645,1.0,3.670127232255261,25.454124327667387,1,CC discharge,1
24013.672620450645,1.0,3.669875982822451,25.45414101209263,1,CC discharge,1
24019.672620450645,1.0,3.6696250672952,25.454157792391527,1,CC discharge,1
24025.672620450645,1.0,3.6693744844066623,25.454174668564008,1,CC discharge,1
24031.672620450645,1.0,3.669124232872529,25.454191640610137,1,CC discharge,1
24037.672620450645,1.0,3.668874311391197,25.454208708529904,1,CC discharge,1
24043.672620450645,1.0,3.6686247186438887,25.454225872323264,1,CC discharge,1
24049.672620450645,1.0,3.6683754532948294,25.454243131990324,1,CC discharge,1
24055.672620450645,1.0,3.6681265139913752,25.454260487530973,1,CC discharge,1
24061.672620450645,1.0,3.667877899364146,25.454277938945268,1,CC discharge,1
24067.672620450645,1.0,3.667629608027203,25.454295486233207,1,CC discharge,1
24073.672620450645,1.0,3.66738163857816,25.454313129394738,1,CC discharge,1
24079.672620450645,1.0,3.667133989598336,25.454330868429903,1,CC discharge,1
24085.672620450645,1.0,3.666886659652928,25.454348703338724,1,CC discharge,1
24091.672620450645,1.0,3.6666396472910945,25.454366634121182,1,CC discharge,1
24097.672620450645,1.0,3.666392951046148,25.454384660777293,1,CC discharge,1
24103.672620450645,1.0,3.666146569435677,25.45440278330699,1,CC discharge,1
24109.672620450645,1.0,3.665900500961667,25.45442100171033,1,CC discharge,1
24115.672620450645,1.0,3.6656547441106815,25.454439315987315,1,CC discharge,1
24121.672620450645,1.0,3.665409297353955,25.45445772613789,1,CC discharge,1
24127.672620450645,1.0,3.665164159147574,25.454476232162165,1,CC discharge,1
24133.672620450645,1.0,3.664919327932569,25.45449483406003,1,CC discharge,1
24139.672620450645,1.0,3.6646748021350826,25.454513531831537,1,CC discharge,1
24145.672620450645,1.0,3.664430580166499,25.45453232547669,1,CC discharge,1
24151.672620450645,1.0,3.664186660423563,25.45455121499549,1,CC discharge,1
24157.672620450645,1.0,3.663943041288532,25.454570200387877,1,CC discharge,1
24163.672620450645,1.0,3.663699721129299,25.454589281653853,1,CC discharge,1
24169.672620450645,1.0,3.663456698299518,25.45460845879353,1,CC discharge,1
24175.672620450645,1.0,3.6632139711387506,25.454627731806852,1,CC discharge,1
24181.672620450645,1.0,3.662971537972573,25.45464710069376,1,CC discharge,1
24187.672620450645,1.0,3.662729397112728,25.454666565454374,1,CC discharge,1
24193.672620450645,1.0,3.662487546857242,25.45468612608852,1,CC discharge,1
24199.672620450645,1.0,3.662245985416949,25.454705705007825,1,CC discharge,1
24205.672620450645,1.0,3.6620047112119023,25.454725459379404,1,CC discharge,1
24211.672620450645,1.0,3.661763722333285,25.454745213750925,1,CC discharge,1
24217.672620450645,1.0,3.661523018010929,25.454766006647787,1,CC discharge,1
24223.672620450645,1.0,3.66128259889552,25.45479038736505,1,CC discharge,1
